ID;Ladeeinrichtungs-ID;Betreiber;Anzeigename (Karte);Status;Art der Ladeeinrichtung;Anzahl Ladepunkte;Nennleistung Ladeeinrichtung [kW];Inbetriebnahmedatum;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Kreis/kreisfreie Stadt;Bundesland;Breitengrad;Längengrad;Standortbezeichnung;Informationen zum Parkraum;Bezahlsysteme;Öffnungszeiten;Öffnungszeiten: Wochentage;Öffnungszeiten: Tageszeiten;Steckertypen1;Nennleistung Stecker1;EVSE-ID1;Public Key1;Steckertypen2;Nennleistung Stecker2;EVSE-ID2;Public Key2;Steckertypen3;Nennleistung Stecker3;EVSE-ID3;Public Key3;Steckertypen4;Nennleistung Stecker4;EVSE-ID4;Public Key4;Steckertypen5;Nennleistung Stecker5;EVSE-ID5;Public Key5;Steckertypen6;Nennleistung Stecker6;EVSE-ID6;Public Key6;geopunkt
101;1069784;Team elektro Beck GmbH & Co KG;BECK Ladepark;In Betrieb;Normalladeeinrichtung;4.0;44.0;;Friedrich Bergius Ring;1;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.8001;9.99664;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;AC Typ 2 Fahrzeugkupplung;11;;;AC Typ 2 Fahrzeugkupplung;11.0;;;AC Typ 2 Fahrzeugkupplung;11.0;;;;;;;;;;;49.8001, 9.99664
102;1071476;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;22.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
103;1071477;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;22.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
104;1071478;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;22.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
105;1071479;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;22.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
106;1071480;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
107;1071481;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
108;1071482;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
109;1071483;Team Elektro Beck GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Nürnberger Straße;111;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798999;9.994702;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;11;;;;;;;;;;;;;;;;;;;;;;;49.798999, 9.994702
110;1081455;Autohaus Heermann und Rhein GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-24;Louis-Pasteur-Str.;12;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.793359;9.996365;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.793359, 9.996365
111;1084102;Stoy Automobile GmbH;;In Betrieb;Normalladeeinrichtung;4.0;11.0;01-01-31;Industriestrasse;1;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.811213;9.97645;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11.0;;;AC Typ 2 Steckdose;11.0;;;;;;;;;;;49.811213, 9.97645
112;1116358;Daimler Truck AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-20;Kitzinger Str.;62;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.791787;10.000815;Daimler Truck AG | Center Würzburg;Keine Beschränkung;Onlinezahlungsverfahren;247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;6913815;;AC Typ 2 Fahrzeugkupplung;22;6913815;;;;;;;;;;;;;;;;;;49.791787, 10.000815
113;1116360;Daimler Truck AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-20;Kitzinger Str.;62;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.791741;10.000738;Daimler Truck AG | Center Würzburg;Keine Beschränkung;Onlinezahlungsverfahren;247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;6913835;;AC Typ 2 Fahrzeugkupplung;22;6913835;;;;;;;;;;;;;;;;;;49.791741, 10.000738
114;1116363;Daimler Truck AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-20;Kitzinger Str.;62;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.791686;10.000641;Daimler Truck AG | Center Würzburg;Keine Beschränkung;Onlinezahlungsverfahren;247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;6913845;;AC Typ 2 Fahrzeugkupplung;22;6913845;;;;;;;;;;;;;;;;;;49.791686, 10.000641
115;1116391;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-21;Nürnberger Str.;107;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798475;9.990487;;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Onlinezahlungsverfahren";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.798475, 9.990487
116;1116392;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-21;Nürnberger Str.;107;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.798475;9.990487;;Keine Beschränkung;"Kreditkarte (Lesegerät);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.798475, 9.990487
117;1117280;Daimler Truck AG;;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-20;Kitzinger Str.;62;;97076;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.791714;10.001147;Daimler Truck AG | Center Würzburg;Keine Beschränkung;"Kreditkarte (NFC);Debitkarte (NFC)";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);150;6974205;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;6974205;;;;;;;;;;;;;;;;;;49.791714, 10.001147
118;1027387;EnBW mobility+ AG und Co.KG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-28;Mainfrankenhöhe;12;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.82055;9.97913;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.82055, 9.97913
119;1027388;EnBW mobility+ AG und Co.KG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-28;Mainfrankenhöhe;12;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.82055;9.97913;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.82055, 9.97913
120;1027389;EnBW mobility+ AG und Co.KG;;In Betrieb;Schnellladeeinrichtung;3.0;150.0;01-01-28;Mainfrankenhöhe;12;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.82055;9.97913;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;AC Typ 2 Steckdose;22.0;;;;;;;;;;;;;;;49.82055, 9.97913
121;1027390;EnBW mobility+ AG und Co.KG;;In Betrieb;Schnellladeeinrichtung;2.0;300.0;01-01-28;Mainfrankenhöhe;12;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.82055;9.97913;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);300;;;;;;;;;;;;;;;;;;;49.82055, 9.97913
122;1040890;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-16;Erwin-Wolf-Platz;1;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.819984;9.964604;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.819984, 9.964604
123;1040929;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Steinleinstraße;3A;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.813367;9.961315;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.813367, 9.961315
124;1040949;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Oberer Kühlenberg;25;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.822409;9.969377;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.822409, 9.969377
125;1040950;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Versbacher Röthe;48;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.817511;9.960685;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.817511, 9.960685
126;1062997;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-02;Am Schwarzenberg;16;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.811019;9.958702;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.811019, 9.958702
127;1078012;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Am Schwarzenberg;11;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.810661;9.961732;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte;";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.810661, 9.961732
128;1091145;Helmut Rummel;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Banatstr.;19;;97078;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.813991;9.96673;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.813991, 9.96673
129;1009157;Shell Deutschland GmbH;;In Betrieb;Schnellladeeinrichtung;2.0;360.0;01-01-17;Schweinfurter Str.;5;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.799179;9.946465;;Keine Beschränkung;"Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);360;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);360;;;;;;;;;;;;;;;;;;;49.799179, 9.946465
130;1009158;Shell Deutschland GmbH;;In Betrieb;Schnellladeeinrichtung;2.0;360.0;01-01-17;Schweinfurter Str.;5;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.799179;9.946465;;Keine Beschränkung;"Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);360;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);360;;;;;;;;;;;;;;;;;;;49.799179, 9.946465
131;1031612;Claus Heinemann Elektroanlagen GmbH;ChargeOne;In Betrieb;Normalladeeinrichtung;4.0;11.0;01-01-07;Veitshöchheimerstr.;18;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.802511;9.921894;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;3049301306072A8648CE3D020106082A8648CE3D03010103320004937BCFBC1640D8475C0193BC0A4E6B7ED2DCB79C41417DC8EABD75D235A35032F80D4030A96AF6A59C759035B4C69853;AC Typ 2 Steckdose;11;;3049301306072A8648CE3D020106082A8648CE3D03010103320004023F8C0765528106649A7AD186F64C1883C3E78B3C062AAC52A6D26532C15421D8666ADAFFF7637599D9D2B59D764974;AC Typ 2 Steckdose;11.0;;3049301306072A8648CE3D020106082A8648CE3D03010103320004E185E338B77752293A17EA64FE13488C86DFBB5B48D4865598B1F650B12017B51B1AC7DF19D04E9966B47436B549C7C7;AC Typ 2 Steckdose;11.0;;3049301306072A8648CE3D020106082A8648CE3D0301010332000441D0A6FECFCEFC62A557EDBED7BAFEF1EB483DF819CA165C0FEAA9EF200922522CEB4B08D22392C828A3337D4076FD1A;;;;;;;;;49.802511, 9.921894
132;1031613;Claus Heinemann Elektroanlagen GmbH;ChargeOne;In Betrieb;Normalladeeinrichtung;4.0;11.0;01-01-07;Veitshöchheimerstr.;18;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.802511;9.921894;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;3049301306072A8648CE3D020106082A8648CE3D030101033200044F624CA0C283C652091F7000A4EB6247EF0963AC57C0474DD450AA606BF114A2CF5CC3C0E33C514C98C0DAAF57071B1C;AC Typ 2 Steckdose;11;;3049301306072A8648CE3D020106082A8648CE3D0301010332000489F00364EFB8C63565C23A19D192FD645E4E9EED87D4E5F38909229FFF7D78CFA02653B3691EB2A482EECFCEAB814F56;AC Typ 2 Steckdose;11.0;;3049301306072A8648CE3D020106082A8648CE3D03010103320004AB411F03E85177D673491B8FF2457DAD0E0BFDEA1968808700B30A708C36C893DCE613E766D4E00A206A355A8772E67F;AC Typ 2 Steckdose;11.0;;3049301306072A8648CE3D020106082A8648CE3D03010103320004142CF33398820AC9681466BA1B658B11E822DBD7C1765720472A1E9907413F93455FC070E1D34B95FBE7EA878F3BE58B;;;;;;;;;49.802511, 9.921894
133;1035513;ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;ALDI SÜD;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-27;Alfred-Nobel-Straße;14;;97080;Würzburg-Dürrbachau;Kreisfreie Stadt Würzburg;Bayern;49.806753;9.891633;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.806753, 9.891633
134;1040862;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;33.0;01-01-20;Rottendorfer Straße;59;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.790992;9.964027;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.790992, 9.964027
135;1040863;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-11;Oberdürrbacher Straße;4;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.807406;9.956002;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.807406, 9.956002
136;1040864;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Joseph-Schneider-Straße;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.800798;9.954237;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.800798, 9.954237
137;1040874;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Josef-Schneider-Str.;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.800145;9.956948;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.800145, 9.956948
138;1040878;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-02;Magarete-Höppel-Platz;1;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80425;9.94032;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.80425, 9.94032
139;1040879;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-28;Magarete-Höppel-Platz;1;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80425;9.94032;;;"Onlinezahlungsverfahren;RFID-Karte;Sonstige";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.80425, 9.94032
140;1040891;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-27;Steinstraße;7;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.802583;9.924672;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.802583, 9.924672
141;1040904;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-09;Veitshöchheimerstraße;5A;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.802978;9.920502;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.802978, 9.920502
142;1040905;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-09;Veitshöchheimerstraße;5A;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.802978;9.920502;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.802978, 9.920502
143;1040906;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-09;Veitshöchheimerstraße;5A;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.802978;9.920502;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.802978, 9.920502
144;1040948;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-09;Rotkreuzstraße;5;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.800447;9.9256;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.800447, 9.9256
145;1040953;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-02;Haugerglacisstraße;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80113;9.93914;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.80113, 9.93914
146;1040954;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-02;Haugerglacisstraße;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80113;9.93914;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.80113, 9.93914
147;1040955;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-02;Haugerglacisstraße;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80113;9.93914;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.80113, 9.93914
148;1040956;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-02;Haugerglacistraße;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80113;9.93914;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.80113, 9.93914
149;1041015;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-02;Haugerglacisstr.;2;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.80113;9.93914;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;"AC Typ 2 Steckdose; AC Typ 2 Steckdose";"11; 11";;;;;;;;;;;;;;;;;;;;;;;49.80113, 9.93914
150;1042584;Energielösung GmbH;;In Betrieb;Normalladeeinrichtung;2.0;30.0;01-01-04;Unterdürrbacher Straße;14;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.804448;9.895977;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.804448, 9.895977
151;1048353;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-18;Ernst-Reuter-Str.;15;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.803922;9.941763;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.803922, 9.941763
152;1048354;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-18;Ernst-Reuter-Str.;15;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.803922;9.941763;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.803922, 9.941763
153;1055631;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-02;Petrinistr.;33;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.801775;9.951148;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.801775, 9.951148
154;1061119;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-11;Bismarckstr.;13;;97080;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.800803;9.928794;;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.800803, 9.928794
