ID;Ladeeinrichtungs-ID;Betreiber;Anzeigename (Karte);Status;Art der Ladeeinrichtung;Anzahl Ladepunkte;Nennleistung Ladeeinrichtung [kW];Inbetriebnahmedatum;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Kreis/kreisfreie Stadt;Bundesland;Breitengrad;Längengrad;Standortbezeichnung;Informationen zum Parkraum;Bezahlsysteme;Öffnungszeiten;Öffnungszeiten: Wochentage;Öffnungszeiten: Tageszeiten;Steckertypen1;Nennleistung Stecker1;EVSE-ID1;Public Key1;Steckertypen2;Nennleistung Stecker2;EVSE-ID2;Public Key2;Steckertypen3;Nennleistung Stecker3;EVSE-ID3;Public Key3;Steckertypen4;Nennleistung Stecker4;EVSE-ID4;Public Key4;Steckertypen5;Nennleistung Stecker5;EVSE-ID5;Public Key5;Steckertypen6;Nennleistung Stecker6;EVSE-ID6;Public Key6;geopunkt
210;1118559;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Winterhäuser Str.;95;Fitnessstudioparkplatz;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.75544;9.97542;LFW-LIS_Winterhäuserstraße 95;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000001;unbekannt;;;;;;;;;;;;;;;;;;;;;49.75544, 9.97542
211;1118564;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Winterhäuser Str.;95;Fitnessstudioparkplatz;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.75544;9.97542;LFW-LIS_Winterhäuserstraße 95;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000002;unbekannt;;;;;;;;;;;;;;;;;;;;;49.75544, 9.97542
212;1118566;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Winterhäuser Str.;95;Fitnessstudioparkplatz;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.75544;9.97542;LFW-LIS_Winterhäuserstraße 95;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000003;unbekannt;;;;;;;;;;;;;;;;;;;;;49.75544, 9.97542
213;1118571;SolarLoader+ GmbH;;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-29;Winterhäuser Str.;95;Fitnessstudioparkplatz;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.75544;9.97542;LFW-LIS_Winterhäuserstraße 95;Keine Beschränkung;"RFID-Karte;Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;Plug & Charge";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*SLP*E0000005;unbekannt;;;;;;;;;;;;;;;;;;;;;49.75544, 9.97542
214;1120400;Pfalzwerke AG;Pfalzwerke AG;In Betrieb;Schnellladeeinrichtung;2.0;50.0;01-01-17;Mergentheimer Str.;59;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.767829;9.944206;XXXLutz Würzburg;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte;Sonstige";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*PWA*EALP22537X01479*01;;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*PWA*EALP22537X01479*02;;;;;;;;;;;;;;;;;;49.767829, 9.944206
215;1120401;Pfalzwerke AG;Pfalzwerke AG;In Betrieb;Schnellladeeinrichtung;2.0;50.0;01-01-17;Mergentheimer Str.;59;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.767786;9.944297;XXXLutz Würzburg;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte;Sonstige";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*PWA*EALP22537X01480*01;;DC Fahrzeugkupplung Typ Combo 2 (CCS);50;DE*PWA*EALP22537X01480*02;;;;;;;;;;;;;;;;;;49.767786, 9.944297
216;1120402;Pfalzwerke AG;Pfalzwerke AG;In Betrieb;Schnellladeeinrichtung;2.0;200.0;01-01-17;Mergentheimer Str.;59;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.767786;9.944297;XXXLutz Würzburg;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte;Sonstige";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);200;DE*PWA*EALP22539X01483*01;;DC Fahrzeugkupplung Typ Combo 2 (CCS);200;DE*PWA*EALP22539X01483*02;;;;;;;;;;;;;;;;;;49.767786, 9.944297
217;1120403;Pfalzwerke AG;Pfalzwerke AG;In Betrieb;Schnellladeeinrichtung;2.0;400.0;01-01-17;Mergentheimer Str.;59;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.767648;9.944585;XXXLutz Würzburg;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte;Sonstige";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*PWA*EALP22541X01481*01;;DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*PWA*EALP22541X01481*02;;;;;;;;;;;;;;;;;;49.767648, 9.944585
218;1120404;Pfalzwerke AG;Pfalzwerke AG;In Betrieb;Schnellladeeinrichtung;2.0;400.0;01-01-17;Mergentheimer Str.;59;;97084;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.767691;9.94449;XXXLutz Würzburg;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte;Sonstige";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*PWA*EALP22541X01482*01;;DC Fahrzeugkupplung Typ Combo 2 (CCS);400;DE*PWA*EALP22541X01482*02;;;;;;;;;;;;;;;;;;49.767691, 9.94449
219;1032247;IKEA Deutschland GmbH & Co.KG;;In Betrieb;Normalladeeinrichtung;2.0;42.0;01-01-03;Mainfrankenhöhe;2;;97087;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.821784;9.982374;;;;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";"20; 20";;;;;;;;;;;;;;;;;;;49.821784, 9.982374
220;1032248;IKEA Deutschland GmbH & Co.KG;;In Betrieb;Normalladeeinrichtung;2.0;42.0;01-01-03;Mainfrankenhöhe;2;;97087;Würzburg;Kreisfreie Stadt Würzburg;Bayern;49.821784;9.982374;;;;Keine Angabe;;;AC Typ 2 Fahrzeugkupplung;22;;;"DC Fahrzeugkupplung Typ Combo 2 (CCS); DC CHAdeMO";"20; 20";;;;;;;;;;;;;;;;;;;49.821784, 9.982374
221;1005527;Überlandwerk Schäftersheim GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-23;Parkplatz Brunnenstraße;0;Parkplatz;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.66472;10.06083;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.66472, 10.06083
222;1005531;Überlandwerk Schäftersheim GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-13;Würzburger Straße;0;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.668774;10.062843;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.668774, 10.062843
223;1005532;Überlandwerk Schäftersheim GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-13;Kniebreche;0;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.661891;10.068453;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.661891, 10.068453
224;1005542;Überlandwerk Schäftersheim GmbH & Co. KG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-28;Am Greinberg;29;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.6595;10.0886;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.6595, 10.0886
225;1022200;EWE Go GmbH;EWE Go GmbH;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-12;Marktbreiter Str.;54;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.66481;10.076182;;;Onlinezahlungsverfahren;Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);150;;;;;;;;;;;;;;;;;;;49.66481, 10.076182
226;1035824;ALDI SÜD Immobilienverwaltungs-GmbH & Co. oHG;ALDI SÜD;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-09;Pestalozzistraße;2;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.662273;10.075871;;;Kostenlos;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.662273, 10.075871
227;1048754;Lidl Dienstleistung GmbH & Co. KG;Lidl;In Betrieb;Schnellladeeinrichtung;3.0;93.0;01-01-16;Pestalozzistr.;1a;LDE_6457_T54-HU1-4420-015;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.662211;10.074785;;;Onlinezahlungsverfahren;Keine Angabe;;;"AC Typ 2 Steckdose; AC Typ 2 Fahrzeugkupplung";"50; 50";;;"AC Typ 2 Fahrzeugkupplung; DC Fahrzeugkupplung Typ Combo 2 (CCS)";"50; 50";;;"AC Typ 2 Fahrzeugkupplung; DC CHAdeMO";;;;;;;;;;;;;;;;49.662211, 10.074785
228;1111390;Wirelane GmbH;Wirelane GmbH;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-31;Marktbreiter Straße;265;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.66472;10.094865;;keine Beschränkung;"Kreditkarte (NFC);Onlinezahlungsverfahren;Debitkarte (NFC);RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;5927 E900 87CF 4191 2437 2092 EDE9 4252 ED03 782D 9180 A513 3F75 8205 C9D8 0F6C CF40 3841 279E A194 CA01 55FB 1D90 F990;AC Typ 2 Steckdose;22;;F3C2 06AA 35F5 3601 2B4E D044 466E AE24 82DD 932C 4A0C 6BA8 10E8 6232 04A2 366D 2AF3 5BE8 27E7 B01B 7AA6 D76A 1372 4A9B;;;;;;;;;;;;;;;;;49.66472, 10.094865
229;1111562;Wirelane GmbH;Wirelane GmbH;In Betrieb;Normalladeeinrichtung;2.0;22.0;01-01-31;Marktbreiter Straße;265;;97199;Ochsenfurt;Landkreis Würzburg;Bayern;49.66472;10.094865;;keine Beschränkung;"Kreditkarte (NFC);Onlinezahlungsverfahren;Debitkarte (NFC);RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;BD0B 1897 6843 9B1F D7F4 6E19 342B 5BB4 40F5 3B0C 3AC8 A76F 0697 2797 E720 B652 B17C AADE 2AB3 0708 BC8D FFB9 A521 DD5C;AC Typ 2 Steckdose;22;;BD0B 1897 6843 9B1F D7F4 6E19 342B 5BB4 40F5 3B0C 3AC8 A76F 0697 2797 E720 B652 B17C AADE 2AB3 0708 BC8D FFB9 A521 DD5C;;;;;;;;;;;;;;;;;49.66472, 10.094865
230;1040881;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-11;Albert-Schweitzer-Straße;10;;97204;Höchberg;Landkreis Würzburg;Bayern;49.789378;9.885107;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.789378, 9.885107
231;1040882;Stadtwerke Würzburg AG;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-11;Albrecht-Dürer-Straße;104;;97204;Höchberg;Landkreis Würzburg;Bayern;49.79094;9.887682;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.79094, 9.887682
232;1040883;Stadtwerke Würzburg AG;;In Betrieb;Schnellladeeinrichtung;2.0;150.0;01-01-09;Einsteinstraße;1;;97204;Höchberg;Landkreis Würzburg;Bayern;49.772661;9.871019;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;"AC Typ 2 Steckdose; DC Fahrzeugkupplung Typ Combo 2 (CCS)";"150; 150";;;"AC Typ 2 Steckdose; DC Fahrzeugkupplung Typ Combo 2 (CCS)";"150; 150";;;;;;;;;;;;;;;;;;;49.772661, 9.871019
233;1128244;Claus Heinemann Elektroanlagen GmbH;ChargeOne;In Betrieb;Schnellladeeinrichtung;2.0;235.0;01-01-13;Waldstr.;4;;97204;Höchberg;Landkreis Würzburg;Bayern;49.787609;9.881121;2698;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D03010703420004E094EB7068E92BC8E0858C43ECF75DA042751B936B377FF451D74850DB4AE3E2B18D100DB4D31CF558AC511942B418C32D596591374280FF02F2B3FBA86E36E7;DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D03010703420004C7AAA8F118CC22E9DF44600E5C654496C5E24D932B8A01636CE0364C55468DBB86F2320AD135925989E8645F8CA3776AE6F5410C1905D2275664D1D1BE29D852;;;;;;;;;;;;;;;;;49.787609, 9.881121
234;1128868;Claus Heinemann Elektroanlagen GmbH;ChargeOne;In Betrieb;Schnellladeeinrichtung;2.0;235.0;01-01-26;Waldstr.;4;;97204;Höchberg;Landkreis Würzburg;Bayern;49.787609;9.881121;2698;Keine Beschränkung;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Debitkarte (Lesegerät);Debitkarte (NFC);Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D0301070342000408057D40D511803A435249F68460E76BC3620D982696EBE64C62D453EB56AC531E160783C1C14473ABA304FC1071D6A2E71CFE00D7632408857BE22AA077B1AF;DC Fahrzeugkupplung Typ Combo 2 (CCS);235;;3059301306072A8648CE3D020106082A8648CE3D030107034200048BEA2FA8A045B7858354AA0D905481CA34D5F72ADCF9C8EBAED9B58AA042D6E5E7934DB7924A3D9A79F96FC4A50C529F7F21F343B5850F90C51F78F522A19594;;;;;;;;;;;;;;;;;49.787609, 9.881121
235;1005255;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-13;Sendelbachstraße;2;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.8376;9.87506;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.8376, 9.87506
236;1005257;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-06;Gadheimer Straße;19;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.84546;9.90592;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.84546, 9.90592
237;1005260;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-18;Bahnhofstraße;11a;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.83204;9.87576;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.83204, 9.87576
238;1005263;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-30;An den Fichtenäckern;0;Flur-Nr. 862/10;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.830558;9.893357;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.830558, 9.893357
239;1005264;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;;Wolfstalstr.;49;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.836237;9.895483;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.836237, 9.895483
240;1028171;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Am Schenkenfeld;-;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.824539;9.881617;VHH - Öffentl. Parkplatz am Schenkenfeld;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E21787*001;;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E21787*002;;;;;;;;;;;;;;;;;;49.824539, 9.881617
241;1028172;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Heidenfelderstr.;-;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.834657;9.890998;VHH - Heidenfelder Str. Danziger Platz;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E21792*001;;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E21792*002;;;;;;;;;;;;;;;;;;49.834657, 9.890998
242;1034251;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Parkstr.;-;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.829896;9.870929;Veitshöchheim - Parkplatz Mainfrankensälen;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E20699*001;;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E20699*002;;;;;;;;;;;;;;;;;;49.829896, 9.870929
243;1034252;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-10;Parkstr.;-;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.829896;9.870929;Veitshöchheim - Parkplatz Mainfrankensälen;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E20700*001;;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E20700*002;;;;;;;;;;;;;;;;;;49.829896, 9.870929
244;1077561;Charge and Co GmbH;Charge and Co;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-20;Untere Maingasse;35;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.83347;9.86985;;;Onlinezahlungsverfahren;Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.83347, 9.86985
245;1077562;Charge and Co GmbH;Charge and Co;In Betrieb;Normalladeeinrichtung;1.0;22.0;01-01-20;Untere Maingasse;35;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.83347;9.86985;;;Onlinezahlungsverfahren;Keine Angabe;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;;;;;49.83347, 9.86985
246;1080645;Hotel am Main GmbH & Co.KG;;In Betrieb;Normalladeeinrichtung;2.0;11.0;;Untere Maingasse;35;;97209;Bayern - Veitshöchheim;Landkreis Würzburg;Bayern;49.83301;9.869883;;;"Bargeld;Kreditkarte (Lesegerät)";Keine Angabe;;;AC Typ 2 Steckdose;11;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;49.83301, 9.869883
247;1087096;Moritz Kühnert;;In Betrieb;Normalladeeinrichtung;1.0;11.0;;Nikolaus-Fey-Str.;3;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.83127;9.880367;;;Bargeld;Keine Angabe;;;AC Typ 2 Steckdose;11;;;;;;;;;;;;;;;;;;;;;;;49.83127, 9.880367
248;1089751;Autohaus Keller GmbH;;In Betrieb;Schnellladeeinrichtung;2.0;90.0;01-01-04;Würzburger Straße;66;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.824389;9.87845;;;"Kreditkarte (Lesegerät);Kreditkarte (NFC);Onlinezahlungsverfahren;Debitkarte (Lesegerät);Debitkarte (NFC);RFID-Karte;Sonstige";Keine Angabe;;;DC Fahrzeugkupplung Typ Combo 2 (CCS);90;;;AC Typ 2 Fahrzeugkupplung;22;;;;;;;;;;;;;;;;;;;49.824389, 9.87845
249;1120314;NEG Neue Energien Mainfranken GmbH;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-19;Heidenfelderstr.;-;;97209;Veitshöchheim;Landkreis Würzburg;Bayern;49.834657;9.890998;Veitshöchheim - Danziger Platz;Keine Beschränkung;"Onlinezahlungsverfahren;RFID-Karte";247;"Montag; Dienstag; Mittwoch; Donnerstag; Freitag; Samstag; Sonntag";"00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59; 00:00-23:59";AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E22219*001;3059301306072A8648CE3D020106082A8648CE3D03010703420004B431374560ED537109CE6C4510724085F1C0AE5B7847986AE0E55BA6C22674E04A675A84B34235280D9A12F9328F6CD934334DCE0D504A61E3DFDC4F60F1FF28;AC Typ 2 Fahrzeugkupplung;22;DE*LVP*E22219*002;3059301306072A8648CE3D020106082A8648CE3D030107034200048265018A1E79B274042071CA38AA4AD7B76B68B1EE71A6D0CCF1F1BCD2E5EA65F09C4F7209C1B934F70B603D0B67329D11B29A7F53807B8547335023AF00D5E4;;;;;;;;;;;;;;;;;49.834657, 9.890998
250;1006515;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-08;Eichendorffstraße;1;;97218;Gerbrunn;Landkreis Würzburg;Bayern;49.77958;9.98447;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.77958, 9.98447
251;1006617;N-ERGIE Aktiengesellschaft;;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-06;Gieshügler Straße;2;;97218;Gerbrunn;Landkreis Würzburg;Bayern;49.77741;9.98855;;;"Onlinezahlungsverfahren;RFID-Karte";Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.77741, 9.98855
252;1040766;ÜZ Mainfranken eG;ÜZ Mainfranken eG;In Betrieb;Normalladeeinrichtung;2.0;30.0;01-01-16;Schulzengasse;0;;97222;Rimpar;Landkreis Würzburg;Bayern;49.92727;9.97108;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.92727, 9.97108
253;1040795;ÜZ Mainfranken eG;ÜZ Mainfranken eG;In Betrieb;Normalladeeinrichtung;2.0;44.0;01-01-20;Einsiedel;1;;97222;Rimpar;Landkreis Würzburg;Bayern;49.89991;9.95989;;;;Keine Angabe;;;AC Typ 2 Steckdose;22;;;AC Typ 2 Steckdose;22;;;;;;;;;;;;;;;;;;;49.89991, 9.95989
